date,symbol,name,hash,url
2025-06-22,3664.T,MOBCAST HLDGS INC,3ffe6eb8e23275fa211a1700e874b0a0,
2025-06-22,5255.T,MONSTARLAB INC,a65e38f7232f9423f08635ce8fe5116b,
2025-06-22,3664.T,MOBCAST HLDGS INC,df367da6b942a0d58aa179faef54230a,
2025-06-22,5255.T,MONSTARLAB INC,b75cd7ab54f623f34e3a1ae61ddeb6ef,
2025-06-22,2385.T,SOIKEN HOLDINGS INC,329a57044e9649c589cab961cb00fd1b,
2025-06-22,2673.T,YUMEMITSUKETAI CO LTD,84378e87230bd50c99d1a614f68e9dc1,
2025-06-22,2930.T,KITANOTATSUJIN CORP,447b556c11b99f8ab0b97ba3bf02ff29,
2025-06-22,3070.T,JELLY BEANS GROUP CO LTD,6f04f9a0a81676e8d121607e104200bf,
2025-06-22,3350.T,METAPLANET INC,95b78768df8f0ba2f7441366aff14d89,
2025-06-22,3667.T,ENISH INC,0db27963f0acba6aace2d9c903f4bb08,
2025-06-22,3672.T,ALTPLUSINC,374dd33adddfb242e8ff3fdc79960195,
2025-06-22,3760.T,CAVE INTERACTIVE CO LTD,57f509e6ed7284b71af75e46e7cb8f62,
2025-06-22,3968.T,SEGUE GROUP CO LTD,fb50b01db9242df19468e90401ea03c4,
2025-06-22,4576.T,D.WESTERN THERAPEUTICS INST INC,bfe536f77372f8841e3ae473d2c39581,
2025-06-22,5246.T,ELEMENTS INC,b95b5471b554ffff126e4667b4fb8131,
2025-06-22,5721.T,S-SCIENCE COMPANY LTD,08bd097bae402375c9c7dcb1bbe16b4c,
2025-06-22,6177.T,APPBANK INC,868298e17735de0a7d78c866ea4902aa,
2025-06-22,6573.T,AGILE MEDIA NETWORK INC,d84c56a9319bc25e4cb6d37f965ba3a4,
2025-06-22,6836.T,PLAT'HOME CO LTD,c3e33bae7aa2031849c731a6b4bdd855,
2025-06-22,7638.T,NEW ART HOLDINGS CO LTD,958fa23ecd3f55a7848157bf5373ea65,
2025-06-22,7836.T,AVIX INC,b66cbf80ecb5d2d7fd8a95de6f7cee13,
2025-06-22,8946.T,ASIAN STAR CO,7b5bed795ca5e9c584414c0ad1156f81,
2025-06-22,9227.T,MICROWAVE CHEMICAL CO LTD,663125cdfbfdd731706480472f802286,
2025-06-22,9237.T,EMIMEN CO LTD,67e415d1ee2da2f7e6417db0dd151446,
2025-06-22,9348.T,ISPACE INC,23e404c6a50ce3af748b0e0742699c0e,
2025-06-22,9432.T,NIPPON TEL & TEL CORP,7efa436cf293437cb2cc6ae98ef136bc,
2025-06-22,9973.T,KOZO HOLDINGS CO LTD,05ca9c1278a7babc51ed0e3af2c336c3,
2025-06-22,5246.T,ELEMENTS INC,0e38a609287206b7829d49b5daa7ed1b,
2025-06-22,5255.T,MONSTARLAB INC,2b770302e1d8f1cba36338397689e9ee,
